change_type,cluster_id,cluster_size,template_mined,cluster_count
cluster_created,42329,1,get params() got an unexpected keyword argument <<:CHAR:>VID<:CHAR:>>,1024
none,42329,2,get params() got an unexpected keyword argument <<:CHAR:>VID<:CHAR:>>,1024
none,42018,2,"<:CHAR:>no supported conversion for types<:CHAR:> (dtype(<<:CHAR:>VID<:CHAR:>>), dtype(<<:CHAR:>VID<:CHAR:>>))<:CHAR:>",1024
none,42144,3,float() argument must be a string or a number,1024
none,42086,3,unorderable types<:CHAR:> str() > float(),1024
cluster_created,42330,1,<<:CHAR:>VID<:CHAR:>>,1024
none,42151,4,Classification metrics can't handle a mix of <:*:> and <:*:> targets,1024
cluster_template_changed,42094,2,could not convert string to float<:CHAR:> <:*:> <:*:>,1024
none,42330,2,<<:CHAR:>VID<:CHAR:>>,1024
none,42065,3,array must not contain infs or NaNs,1024
none,39529,169,<:EMP:>,1024
none,42110,19,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
none,42050,23,setting an array element with a <:*:>,1024
none,42024,6,dimension mismatch,1024
none,42143,2,Incompatible dimension for X and Y matrices<:CHAR:> <<:CHAR:>URL<:CHAR:>>[<<:CHAR:>NUM<:CHAR:>>] == <<:CHAR:>NUM<:CHAR:>> while <<:CHAR:>URL<:CHAR:>>[<<:CHAR:>NUM<:CHAR:>>] == <<:CHAR:>NUM<:CHAR:>>,1024
none,39526,40,<<:CHAR:>NUM<:CHAR:>>,1024
cluster_created,42331,1,assertion failed<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>] [Op<:CHAR:>Assert] name<:CHAR:> EagerVariableNameReuse```,1024
none,41548,4,<:*:> could not be broadcast together with shapes <:*:> <:*:>,1024
none,42064,12,cannot import name <:*:>,1024
none,42041,21,No module named <:*:>,1024
none,42110,20,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
cluster_template_changed,42327,2,<:CHAR:>could not convert string to float<:CHAR:> <:*:>,1024
cluster_template_changed,42258,2,<:*:> <:*:> out of range,1024
none,42117,4,"<:CHAR:>operands could not be broadcast together with shapes (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>) <:*:> (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,41905,3,"<:CHAR:>non-broadcastable output operand with shape (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>) doesn't match the broadcast shape (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42050,24,setting an array element with a <:*:>,1024
none,41212,6,too many <:*:> <:*:> <:*:>,1024
cluster_created,42332,1,DLL load failed while importing openmp helpers<:CHAR:> The specified module could not be found<:CHAR:>,1024
none,39529,170,<:EMP:>,1024
cluster_created,42333,1,DLL load failed<:CHAR:> Não foi possível encontrar o módulo especificado<:CHAR:>,1024
cluster_created,42334,1,'<<<:CHAR:>VID<:CHAR:>>float<<:CHAR:>VID<:CHAR:>>str',1024
cluster_created,42335,1,<:CHAR:>could not convert string to float<:CHAR:> <:CHAR:><:CHAR:>main area improvement plan specifically have ahead time want work break unit daily learning target goal week ahead detailed weekly overview activity lesson align learning target make sure lesson opportunity student intellectually engage historical material<:CHAR:><<:CHAR:>NUM<:CHAR:>> deadline planning 's week learn target write document <<:CHAR:>NUM<:CHAR:>> pm fill remain weekly overview template <<:CHAR:>NUM<:CHAR:>> plan google document share co teacher order feedback <<:CHAR:>NUM<:CHAR:>> weekly meeting mentor work create week learn target <<:CHAR:>NUM<:CHAR:>> observe structure classroom co teaching style observe rigor bring classroom step <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>> start <<:CHAR:>NUM<:CHAR:>>/<<:CHAR:>NUM<:CHAR:>>/<<:CHAR:>NUM<:CHAR:>> continue year step <<:CHAR:>NUM<:CHAR:>> start <<:CHAR:>NUM<:CHAR:>>/<<:CHAR:>NUM<:CHAR:>>/<<:CHAR:>NUM<:CHAR:>> work observe teacher week work close work imporvement especially help break planning create idea daily lesson look google document planning improve class observation<:CHAR:><:CHAR:><:CHAR:>,1024
cluster_created,42336,1,"<:CHAR:>estimator should be an estimator implementing <<:CHAR:>VID<:CHAR:>> method, < main <:CHAR:>Softmax object at <<:CHAR:>HEX<:CHAR:>>> was passed<:CHAR:>",1024
cluster_template_changed,42218,3,This <:*:> instance is not fitted yet<:CHAR:> Call <<:CHAR:>VID<:CHAR:>> with appropriate arguments before using this method<:CHAR:>,1024
none,42110,21,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
none,42195,2,A worker process managed by the executor was unexpectedly terminated<:CHAR:> This could be caused by a segmentation fault while calling the function or by an excessive memory usage causing the Operating System to kill the worker<:CHAR:>,1024
none,41890,16,could not convert string to float<:CHAR:> <:*:>,1024
none,42237,2,all the input arrays must have same number of dimensions,1024
cluster_created,42337,1,"<:CHAR:>A sparse matrix was passed, but dense data is required<:CHAR:> Use <<:CHAR:>URL<:CHAR:>><:CHAR:>",1024
none,42144,4,float() argument must be a string or a number,1024
cluster_created,42338,1,"<:CHAR:>index out of bounds<:CHAR:> <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
none,42338,2,"<:CHAR:>index out of bounds<:CHAR:> <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>> <= <<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
none,42085,10,module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,42155,4,index <<:CHAR:>NUM<:CHAR:>> is out of bounds for axis <<:CHAR:>NUM<:CHAR:>> with size <<:CHAR:>NUM<:CHAR:>>,1024
none,42085,11,module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
none,42050,25,setting an array element with a <:*:>,1024
cluster_created,42339,1,<<:CHAR:>NUM<:CHAR:>> # Defeats race condition when another thread created the path,1024
none,42152,4,cannot import name <:*:> <:*:> <:*:>,1024
none,42021,8,X has <<:CHAR:>NUM<:CHAR:>> features per sample<:CHAR:> expecting <<:CHAR:>NUM<:CHAR:>>,1024
cluster_created,42340,1,"<:CHAR:>pos label=<<:CHAR:>NUM<:CHAR:>> is not a valid label<:CHAR:> array([<<:CHAR:>VID<:CHAR:>>, <<:CHAR:>VID<:CHAR:>>],<:CHAR:>",1024
none,42026,14,"<:CHAR:>Expected 2D array, got <:*:> array instead<:CHAR:><:CHAR:>",1024
cluster_created,42341,1,No module named <<:CHAR:>VID<:CHAR:>><:CHAR:> <<:CHAR:>VID<:CHAR:>> is not a package,1024
cluster_created,42342,1,"<:CHAR:>[<<:CHAR:>VID<:CHAR:>>, <<:CHAR:>VID<:CHAR:>>] is not a valid tokenization scheme/analyzer<:CHAR:>",1024
none,41212,7,too many <:*:> <:*:> <:*:>,1024
none,42218,4,This <:*:> instance is not fitted yet<:CHAR:> Call <<:CHAR:>VID<:CHAR:>> with appropriate arguments before using this method<:CHAR:>,1024
none,42293,3,The truth value of an array with more than one element is ambiguous<:CHAR:> Use <<:CHAR:>URL<:CHAR:>>() or <:*:>,1024
cluster_created,42343,1,Result not set,1024
none,42049,15,"<:CHAR:>Input contains NaN, infinity or a value too large for <:*:>",1024
cluster_created,42344,1,cannot reindex from a duplicate axis,1024
none,41577,6,[Errno <:*:> Permission denied<:CHAR:> <:*:>,1024
none,41890,17,could not convert string to float<:CHAR:> <:*:>,1024
none,42027,42,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42050,26,setting an array element with a <:*:>,1024
none,39529,171,<:EMP:>,1024
cluster_created,42345,1,"<:CHAR:>Cannot cast array data from dtype([(<<:CHAR:>VID<:CHAR:>>, <<:CHAR:>VID<:CHAR:>>), (<<:CHAR:>VID<:CHAR:>>,<<:CHAR:>VID<:CHAR:>>)]) to dtype(<<:CHAR:>VID<:CHAR:>>) according to the rule <<:CHAR:>VID<:CHAR:>><:CHAR:>",1024
cluster_created,42346,1,"<:CHAR:>('arrays used as indices must be of integer (or boolean) type', <<:CHAR:>VID<:CHAR:>>)<:CHAR:>",1024
none,42110,22,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
cluster_created,42347,1,Input z must be a 2D array<:CHAR:>,1024
cluster_created,42348,1,<<:CHAR:>VID<:CHAR:>> codec can't decode byte <<:CHAR:>HEX<:CHAR:>> in position <<:CHAR:>NUM<:CHAR:>><:CHAR:> invalid start byte,1024
none,42330,3,<<:CHAR:>VID<:CHAR:>>,1024
cluster_created,42349,1,Number of features <<:CHAR:>NUM<:CHAR:>> does not match previous data <<:CHAR:>NUM<:CHAR:>><:CHAR:>,1024
cluster_created,42350,1,"<:CHAR:>Unknown label type<:CHAR:> (array([<<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>> , <:CHAR:><:CHAR:><:CHAR:>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>> , <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>> ]),)<:CHAR:>",1024
none,42110,23,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
cluster_created,42351,1,<:CHAR:><:CHAR:><:CHAR:>[<<:CHAR:>VID<:CHAR:>>] not found in axis<:CHAR:><:CHAR:><:CHAR:>,1024
none,42348,2,<<:CHAR:>VID<:CHAR:>> codec can't decode byte <<:CHAR:>HEX<:CHAR:>> in position <<:CHAR:>NUM<:CHAR:>><:CHAR:> invalid start byte,1024
cluster_created,42352,1,StdIn instance has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_created,42353,1,<<:CHAR:>NUM<:CHAR:>> raise TimeoutError(),1024
none,42295,2,Cannot clone object '<class <<:CHAR:>VID<:CHAR:>>>' (type <class <<:CHAR:>VID<:CHAR:>>>)<:CHAR:> it does not seem to be a scikit-learn estimator as it does not implement a <<:CHAR:>VID<:CHAR:>> methods<:CHAR:>,1024
none,42224,3,"<:CHAR:><<:CHAR:>URL<:CHAR:>> is an invalid document, expected byte or unicode string<:CHAR:><:CHAR:>",1024
cluster_created,42354,1,only integer scalar arrays can be converted to a scalar index',1024
none,42050,27,setting an array element with a <:*:>,1024
cluster_created,42355,1,"<:CHAR:>Python is not installed as a framework<:CHAR:> The Mac OS X backend will not be able to function correctly if Python is not installed as a framework<:CHAR:> See the Python documentation for more information on installing Python as a framework on Mac OS X<:CHAR:> Please either reinstall Python as a framework, or try one of the other backends<:CHAR:> If you are Working with Matplotlib in a virtual enviroment see <<:CHAR:>VID<:CHAR:>> in the Matplotlib FAQ<:CHAR:>",1024
cluster_created,42356,1,'<<<:CHAR:>VID<:CHAR:>><<:CHAR:>URL<:CHAR:>><<:CHAR:>VID<:CHAR:>>int',1024
none,42064,13,cannot import name <:*:>,1024
none,42041,22,No module named <:*:>,1024
none,42024,7,dimension mismatch,1024
none,42077,3,Found array with dim <<:CHAR:>NUM<:CHAR:>><:CHAR:> Expected <<:CHAR:>NUM<:CHAR:>>,1024
cluster_created,42357,1,argument must be a string or number,1024
none,42027,43,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,42358,1,array contains NaN or infinity,1024
cluster_created,42359,1,"<:CHAR:>[WinError <<:CHAR:>NUM<:CHAR:>>] The filename, directory name, or volume label syntax is incorrect<:CHAR:> '\\dataSet\x10news-bydate\x10news-bydate-train'<:CHAR:>",1024
cluster_created,42360,1,<<:CHAR:>VID<:CHAR:>> object does not support item assignment,1024
none,42360,2,<<:CHAR:>VID<:CHAR:>> object does not support item assignment,1024
none,42113,8,Unknown label type<:CHAR:> <:*:>,1024
cluster_template_changed,42023,7,Found array with dim <<:CHAR:>NUM<:CHAR:>><:CHAR:> <:*:> expected <= <<:CHAR:>NUM<:CHAR:>><:CHAR:>,1024
none,42113,9,Unknown label type<:CHAR:> <:*:>,1024
cluster_template_changed,42153,2,"<:CHAR:>Supported target types are<:CHAR:> (<<:CHAR:>VID<:CHAR:>>, <<:CHAR:>VID<:CHAR:>>)<:CHAR:> Got <:*:> instead<:CHAR:><:CHAR:>",1024
none,42348,3,<<:CHAR:>VID<:CHAR:>> codec can't decode byte <<:CHAR:>HEX<:CHAR:>> in position <<:CHAR:>NUM<:CHAR:>><:CHAR:> invalid start byte,1024
none,42027,44,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42039,23,"<:CHAR:>Found input variables with inconsistent numbers of samples<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
cluster_created,42361,1,an integer is required,1024
none,42151,5,Classification metrics can't handle a mix of <:*:> and <:*:> targets,1024
cluster_created,42362,1,similarities must be symmetric,1024
none,42026,15,"<:CHAR:>Expected 2D array, got <:*:> array instead<:CHAR:><:CHAR:>",1024
none,39529,172,<:EMP:>,1024
none,42027,45,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42027,46,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,41548,5,<:*:> could not be broadcast together with shapes <:*:> <:*:>,1024
none,42022,4,unsupported operand type(s) for <:*:> <<:CHAR:>VID<:CHAR:>> and <<:CHAR:>VID<:CHAR:>>,1024
none,42229,2,"<:CHAR:>Incorrect number of features<:CHAR:> Got <<:CHAR:>NUM<:CHAR:>> features, expected <<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
cluster_created,42363,1,"<:CHAR:>All intermediate steps a the chain should be transforms and implement fit and transform' (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>) <<:CHAR:>NUM<:CHAR:>><:CHAR:><<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
none,42218,5,This <:*:> instance is not fitted yet<:CHAR:> Call <<:CHAR:>VID<:CHAR:>> with appropriate arguments before using this method<:CHAR:>,1024
none,42012,4,Found arrays with inconsistent numbers of samples<:CHAR:> [ <<:CHAR:>NUM<:CHAR:>> <:*:>,1024
none,42247,3,"<:CHAR:>float() argument must be a string or a number, not <<:CHAR:>VID<:CHAR:>><:CHAR:>",1024
none,42293,4,The truth value of an array with more than one element is ambiguous<:CHAR:> Use <<:CHAR:>URL<:CHAR:>>() or <:*:>,1024
none,42152,5,cannot import name <:*:> <:*:> <:*:>,1024
cluster_created,42364,1,maximum recursion depth exceeded,1024
none,42364,2,maximum recursion depth exceeded,1024
none,42065,4,array must not contain infs or NaNs,1024
none,42152,6,cannot import name <:*:> <:*:> <:*:>,1024
none,42041,23,No module named <:*:>,1024
none,42152,7,cannot import name <:*:> <:*:> <:*:>,1024
none,42110,24,DLL load failed<:CHAR:> The specified <:*:> could not be found<:CHAR:>,1024
none,42192,2,x and y must be the same size,1024
cluster_template_changed,41591,2,"<:CHAR:>(<<:CHAR:>VID<:CHAR:>>, <:*:>",1024
cluster_created,42365,1,HTTP Error <<:CHAR:>NUM<:CHAR:>><:CHAR:> Connection timed out,1024
none,39529,173,<:EMP:>,1024
none,41890,18,could not convert string to float<:CHAR:> <:*:>,1024
cluster_created,42366,1,"<:CHAR:>n features was set to <<:CHAR:>NUM<:CHAR:>>, but input file contains <<:CHAR:>NUM<:CHAR:>> features<:CHAR:>",1024
cluster_created,42367,1,array is too big<:CHAR:> `<<:CHAR:>URL<:CHAR:>> * <<:CHAR:>URL<:CHAR:>>` is larger than the maximum possible size<:CHAR:>,1024
none,42205,3,"<:CHAR:>blocks[<<:CHAR:>NUM<:CHAR:>>,<:CHAR:>] has incompatible row dimensions<:CHAR:> Got blocks[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>shape[<<:CHAR:>NUM<:CHAR:>>] == <<:CHAR:>NUM<:CHAR:>>, expected <<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:>",1024
none,42205,4,"<:CHAR:>blocks[<<:CHAR:>NUM<:CHAR:>>,<:CHAR:>] has incompatible row dimensions<:CHAR:> Got blocks[<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>]<:CHAR:>shape[<<:CHAR:>NUM<:CHAR:>>] == <<:CHAR:>NUM<:CHAR:>>, expected <<:CHAR:>NUM<:CHAR:>><:CHAR:><:CHAR:>",1024
cluster_created,42368,1,could not broadcast input array from shape (<<:CHAR:>NUM<:CHAR:>>) into shape (<<:CHAR:>NUM<:CHAR:>>),1024
cluster_template_changed,41634,2,"<:CHAR:>Error when checking <:*:> expected <:*:> <:*:> to have <<:CHAR:>NUM<:CHAR:>> dimensions, but got array with shape (<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
none,42027,47,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42286,2,JoblibValueError,1024
none,42057,5,name <<:CHAR:>VID<:CHAR:>> is not defined,1024
cluster_template_changed,42271,2,<:*:> <:*:> must be <:*:> or <:*:> not <:*:>,1024
cluster_created,42369,1,"<:CHAR:>Singleton array array(<function train at <<:CHAR:>HEX<:CHAR:>>>, dtype=object) cannot be considered a valid collection<:CHAR:><:CHAR:>",1024
none,39525,36,unhashable type<:CHAR:> <:*:>,1024
none,42066,3,"<:CHAR:><<:CHAR:>URL<:CHAR:>>[<<:CHAR:>NUM<:CHAR:>>] = <<:CHAR:>NUM<:CHAR:>> should be equal to <<:CHAR:>NUM<:CHAR:>>, the number of features at training time<:CHAR:>",1024
none,42062,3,"<:CHAR:>Expected n neighbors <= n samples, but n samples = <<:CHAR:>NUM<:CHAR:>>, n neighbors = <<:CHAR:>NUM<:CHAR:>><:CHAR:>",1024
none,42330,4,<<:CHAR:>VID<:CHAR:>>,1024
none,42094,3,could not convert string to float<:CHAR:> <:*:> <:*:>,1024
none,42027,48,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,42370,1,index <<:CHAR:>NUM<:CHAR:>> is out of bounds for size <<:CHAR:>NUM<:CHAR:>>,1024
none,42073,14,<:CHAR:>bad input shape <:*:> <:*:>,1024
cluster_created,42371,1,unknown is not supported,1024
cluster_created,42372,1,cinit () takes exactly <<:CHAR:>NUM<:CHAR:>> positional arguments (<<:CHAR:>NUM<:CHAR:>> given),1024
none,42041,24,No module named <:*:>,1024
cluster_template_changed,42183,2,ufunc <<:CHAR:>VID<:CHAR:>> output (typecode <<:CHAR:>VID<:CHAR:>>) could not be coerced to provided output parameter (typecode <<:CHAR:>VID<:CHAR:>>) according to the casting rule <:*:>,1024
none,42039,24,"<:CHAR:>Found input variables with inconsistent numbers of samples<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
cluster_created,42373,1,cannot concatenate object of type '<class <<:CHAR:>VID<:CHAR:>>>'<:CHAR:> only Series and DataFrame objs are valid,1024
none,42076,3,NULL result without error in PyObject Call,1024
cluster_created,42374,1,"<:CHAR:>If no scoring is specified, the estimator passed should have a <<:CHAR:>VID<:CHAR:>> method<:CHAR:> The estimator <<<:CHAR:>URL<:CHAR:>> object at <<:CHAR:>HEX<:CHAR:>>> does not<:CHAR:><:CHAR:>",1024
none,42071,12,<<:CHAR:>VID<:CHAR:>> object is not <:*:>,1024
none,42071,13,<<:CHAR:>VID<:CHAR:>> object is not <:*:>,1024
cluster_created,42375,1,/app/<:CHAR:>heroku/python/lib/python2<:CHAR:><<:CHAR:>NUM<:CHAR:>>/site-packages/sklearn/utils/<<:CHAR:>URL<:CHAR:>><:CHAR:> undefined symbol<:CHAR:> cblas drot,1024
none,41890,19,could not convert string to float<:CHAR:> <:*:>,1024
cluster_template_changed,42165,2,'utf-<<:CHAR:>NUM<:CHAR:>><<:CHAR:>VID<:CHAR:>>t decode byte <<:CHAR:>HEX<:CHAR:>> in position <<:CHAR:>NUM<:CHAR:>><:CHAR:> invalid <:*:> byte,1024
none,42340,2,"<:CHAR:>pos label=<<:CHAR:>NUM<:CHAR:>> is not a valid label<:CHAR:> array([<<:CHAR:>VID<:CHAR:>>, <<:CHAR:>VID<:CHAR:>>],<:CHAR:>",1024
cluster_template_changed,42192,3,x and y must <:*:> <:*:> <:*:> <:*:>,1024
cluster_template_changed,42194,2,Singleton array <:*:> cannot be considered a valid collection<:CHAR:>,1024
none,41890,20,could not convert string to float<:CHAR:> <:*:>,1024
cluster_created,42376,1,module compiled against API version <<:CHAR:>HEX<:CHAR:>> but this version of numpy is <<:CHAR:>HEX<:CHAR:>>,1024
none,42049,16,"<:CHAR:>Input contains NaN, infinity or a value too large for <:*:>",1024
none,42041,25,No module named <:*:>,1024
cluster_created,42377,1,"<:CHAR:>`connectivity` does not have shape (n samples, n samples)<:CHAR:>",1024
none,42049,17,"<:CHAR:>Input contains NaN, infinity or a value too large for <:*:>",1024
none,42245,2,Found arrays with inconsistent numbers of samples<:CHAR:> [<<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>>],1024
cluster_created,42378,1,[Errno <<:CHAR:>NUM<:CHAR:>>] Exec format error<:CHAR:> '<:CHAR:>/test openmp',1024
none,42116,2,illegal value in <<:CHAR:>NUM<:CHAR:>>-th argument of internal None,1024
none,42116,3,illegal value in <<:CHAR:>NUM<:CHAR:>>-th argument of internal None,1024
none,42290,4,<:*:> - Vocabulary wasn't <:*:>,1024
none,42094,4,could not convert string to float<:CHAR:> <:*:> <:*:>,1024
none,41905,4,"<:CHAR:>non-broadcastable output operand with shape (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>) doesn't match the broadcast shape (<<:CHAR:>NUM<:CHAR:>>,<<:CHAR:>NUM<:CHAR:>>)<:CHAR:>",1024
cluster_template_changed,42017,2,<:CHAR:>no supported conversion for types<:CHAR:> <:*:>,1024
none,42085,12,module <<:CHAR:>VID<:CHAR:>> has no attribute <<:CHAR:>VID<:CHAR:>>,1024
cluster_template_changed,42066,4,"<:CHAR:><<:CHAR:>URL<:CHAR:>>[<<:CHAR:>NUM<:CHAR:>>] = <<:CHAR:>NUM<:CHAR:>> should be equal to <<:CHAR:>NUM<:CHAR:>>, the number of <:*:> at training time<:CHAR:>",1024
none,42226,2,global name <<:CHAR:>VID<:CHAR:>> is not defined,1024
none,42192,4,x and y must <:*:> <:*:> <:*:> <:*:>,1024
none,42027,49,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,41212,8,too many <:*:> <:*:> <:*:>,1024
cluster_created,42379,1,boolean index array should have <<:CHAR:>NUM<:CHAR:>> dimension,1024
none,42379,2,boolean index array should have <<:CHAR:>NUM<:CHAR:>> dimension,1024
none,42012,5,Found arrays with inconsistent numbers of samples<:CHAR:> [ <<:CHAR:>NUM<:CHAR:>> <:*:>,1024
cluster_template_changed,42201,2,y contains new labels<:CHAR:> <:*:>,1024
cluster_created,42380,1,'[<<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>> <:CHAR:><:CHAR:><:CHAR:> <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>> <<:CHAR:>NUM<:CHAR:>>] not found in axis',1024
cluster_created,42381,1,need more than <<:CHAR:>NUM<:CHAR:>> values to unpack,1024
none,42050,28,setting an array element with a <:*:>,1024
cluster_created,42382,1,output array is read-only,1024
none,42286,3,JoblibValueError,1024
none,42147,2,<<:CHAR:>NUM<:CHAR:>> return self<:CHAR:> <<:CHAR:>URL<:CHAR:>> loc(self<:CHAR:> maybe cast indexer(key)),1024
cluster_created,42383,1,sklearn/neighbors/dist <<:CHAR:>URL<:CHAR:>>,1024
cluster_created,42384,1,could not convert string to float<:CHAR:> '/Users/dorien/AC/Projects/memory/S1 - Stimuli/Exp1-<<:CHAR:>NUM<:CHAR:>>-Stimuli/MIDI/<<:CHAR:>URL<:CHAR:>>',1024
cluster_created,42385,1,too many indices,1024
none,42039,25,"<:CHAR:>Found input variables with inconsistent numbers of samples<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,42027,50,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42022,5,unsupported operand type(s) for <:*:> <<:CHAR:>VID<:CHAR:>> and <<:CHAR:>VID<:CHAR:>>,1024
none,41890,21,could not convert string to float<:CHAR:> <:*:>,1024
none,42012,6,Found arrays with inconsistent numbers of samples<:CHAR:> [ <<:CHAR:>NUM<:CHAR:>> <:*:>,1024
none,42156,3,Cannot cast array data from dtype(<<:CHAR:>VID<:CHAR:>>) to <:*:> according to the rule <<:CHAR:>VID<:CHAR:>>,1024
none,42156,4,Cannot cast array data from dtype(<<:CHAR:>VID<:CHAR:>>) to <:*:> according to the rule <<:CHAR:>VID<:CHAR:>>,1024
none,42159,3,init () got an unexpected keyword argument <:*:>,1024
cluster_created,42386,1,[Errno <<:CHAR:>NUM<:CHAR:>>] Invalid argument,1024
none,41988,2,division by zero,1024
none,42284,2,no lapack/blas resources found,1024
none,42073,15,<:CHAR:>bad input shape <:*:> <:*:>,1024
cluster_created,42387,1,local variable <<:CHAR:>VID<:CHAR:>> referenced before assignment,1024
cluster_created,42388,1,"<:CHAR:>Found input variables with inconsistent numbers of samples<:CHAR:> [<<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>, <<:CHAR:>NUM<:CHAR:>>]<:CHAR:>",1024
none,42258,3,<:*:> <:*:> out of range,1024
cluster_created,42389,1,"<:CHAR:>Buffer dtype mismatch, expected <<:CHAR:>VID<:CHAR:>> but got <<:CHAR:>VID<:CHAR:>><:CHAR:>",1024
none,42027,51,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
none,42099,3,Array contains NaN or infinity<:CHAR:>,1024
none,42099,4,Array contains NaN or infinity<:CHAR:>,1024
none,42027,52,<<:CHAR:>VID<:CHAR:>> object has no attribute <:*:>,1024
cluster_created,42390,1,Class label Sex not present<:CHAR:>,1024
none,42140,2,[WinError <<:CHAR:>NUM<:CHAR:>>] The specified module could not be found,1024
none,42140,3,[WinError <<:CHAR:>NUM<:CHAR:>>] The specified module could not be found,1024
none,42071,14,<<:CHAR:>VID<:CHAR:>> object is not <:*:>,1024
none,42022,6,unsupported operand type(s) for <:*:> <<:CHAR:>VID<:CHAR:>> and <<:CHAR:>VID<:CHAR:>>,1024
none,42022,7,unsupported operand type(s) for <:*:> <<:CHAR:>VID<:CHAR:>> and <<:CHAR:>VID<:CHAR:>>,1024
cluster_created,42391,1,C extension<:CHAR:> lib not built<:CHAR:> If you want to import pandas from the s,1024
